gender,race_ethnicity,first_gen,international_student,financial_aid_status,engagement_variance,sleep_schedule_drift,social_activity_decline,academic_trend,missed_class_streak,financial_stress_flag,help_seeking_flag,self_report_score,support_recommended
male,other,0,1,loans_only,0.2478,0.4498,0.0,-0.1713,3,1,0,69.34,1
female,black,0,1,loans_only,0.204,0.1263,-0.1994,0.0457,1,1,0,56.05,0
female,hispanic_latino,0,0,pell_grant,0.3523,0.4255,-0.3799,-0.1295,0,0,0,90.58,0
female,hispanic_latino,1,0,pell_grant,0.4551,0.2808,-0.3235,-0.1916,2,1,1,53.35,0
male,white,0,0,loans_only,0.4111,0.1755,-0.0967,0.2997,1,1,0,64.15,0
female,white,0,0,none,0.2864,0.5156,-0.2684,0.0467,3,0,0,63.42,0
female,multiracial,1,0,pell_grant,0.4749,0.1893,-0.1357,-0.1734,5,0,0,73.01,0
male,black,0,0,both,0.3003,0.4215,-0.3375,-0.3435,8,1,0,51.73,1
female,white,0,0,none,0.1011,0.2947,-0.103,0.4778,1,0,0,72.41,0
female,white,0,0,loans_only,0.3269,0.2884,-0.1311,0.0341,1,0,0,60.58,0
female,white,1,0,none,0.3372,0.2805,-0.1515,-0.1517,4,1,0,51.42,0
female,black,1,0,pell_grant,0.2271,0.1389,0.0,-0.2565,5,1,1,41.23,0
female,hispanic_latino,0,0,pell_grant,0.2814,0.1367,-0.2777,-0.064,0,0,0,80.8,0
female,hispanic_latino,0,0,pell_grant,0.1655,0.2272,0.0,-0.4777,0,0,0,74.46,0
female,white,1,0,none,0.4619,0.3513,-0.4478,0.0312,2,0,0,74.27,0
female,multiracial,1,0,pell_grant,0.3973,0.1814,-0.4019,-0.0263,1,1,1,52.16,0
female,white,0,0,pell_grant,0.5886,0.1254,-0.1277,-0.0146,2,1,0,69.17,0
male,white,0,0,loans_only,0.2534,0.2192,-0.3477,0.3304,3,1,0,51.75,0
female,multiracial,0,0,loans_only,0.1827,0.3748,-0.02,-0.2346,4,1,0,53.91,0
male,black,0,0,none,0.4054,0.1567,-0.1386,0.3233,2,0,0,67.31,0
male,hispanic_latino,0,0,loans_only,0.3963,0.2578,0.0,0.6997,2,0,0,65.23,0
female,asian,0,0,pell_grant,0.1896,0.2791,-0.8372,-0.2354,1,1,0,51.45,1
female,white,0,0,pell_grant,0.2796,0.3967,0.0,0.1076,2,0,0,71.59,0
female,white,0,0,both,0.6398,0.1737,-0.0455,-0.0113,3,1,0,63.25,1
male,white,0,0,loans_only,0.1378,0.5808,-0.389,-0.621,0,0,0,73.59,1
male,white,0,0,pell_grant,0.294,0.1709,-0.4979,0.4663,5,1,0,74.71,0
male,black,0,0,both,0.2167,0.2459,-0.0206,0.066,2,0,1,58.24,0
female,hispanic_latino,0,0,loans_only,0.2501,0.197,0.0,0.0418,3,0,0,58.17,0
male,white,0,0,none,0.2928,0.1855,0.0,-0.0621,2,1,0,62.06,0
female,black,0,0,both,0.4017,0.5585,0.0,0.4011,1,0,0,45.32,0
male,white,1,0,none,0.3225,0.3873,-0.4253,0.1405,1,0,0,69.75,0
female,white,1,0,loans_only,0.2371,0.4526,-0.2528,0.3338,0,0,0,83.17,0
male,white,1,0,none,0.7209,0.1777,0.0,0.4772,0,0,0,87.05,0
male,black,0,0,both,0.2889,0.4676,-0.1932,0.0518,2,1,0,58.83,0
female,white,1,0,none,0.3008,0.3022,-0.2496,-0.0671,4,0,0,65.57,0
male,native_american,1,0,none,0.3039,0.2943,-0.3782,0.4181,0,0,0,70.18,0
female,asian,0,0,loans_only,0.5919,0.5789,0.0,-0.1509,0,0,0,78.77,0
male,black,0,0,both,0.3655,0.2811,-0.1233,0.4405,1,0,0,61.95,0
female,black,0,0,none,0.6601,0.3687,-0.1182,-0.1643,2,0,0,95.72,1
male,hispanic_latino,1,0,none,0.3798,0.2423,-0.3622,0.0179,3,0,0,51.05,0
female,multiracial,0,0,none,0.4186,0.3631,-0.29,0.1787,1,0,0,38.87,0
male,hispanic_latino,0,1,loans_only,0.2626,0.1515,-0.2714,0.3544,3,0,0,74.57,0
male,white,1,0,pell_grant,0.2774,0.2152,0.0,0.3057,1,0,0,94.85,0
male,white,1,0,loans_only,0.4653,0.3482,-0.3592,0.2071,1,1,0,67.42,1
male,black,0,0,pell_grant,0.5092,0.1183,-0.3202,-0.017,1,0,0,74.69,0
male,white,0,0,none,0.2441,0.2962,-0.1703,0.4658,0,0,0,85.52,0
male,black,0,0,none,0.4853,0.3835,-0.2102,-0.2669,2,1,0,57.73,1
female,pacific_islander,1,0,pell_grant,0.6875,0.2216,0.0,0.3816,0,0,0,52.13,0
male,white,1,0,loans_only,0.3992,0.5433,-0.3237,0.0486,4,1,0,58.46,0
female,white,0,1,both,0.1846,0.2601,-0.3685,-0.0208,3,0,0,67.49,0
male,white,1,0,pell_grant,0.1513,0.1072,-0.2763,0.5325,0,1,0,48.4,0
female,white,0,0,pell_grant,0.3718,0.284,0.0,0.4123,1,0,0,81.51,0
male,hispanic_latino,0,0,none,0.3015,0.2598,-0.0809,0.3187,2,0,0,69.08,0
male,white,0,0,both,0.1303,0.3278,-0.5105,0.255,1,0,0,87.64,0
female,white,1,0,both,0.6482,0.4886,-0.6077,-0.0007,7,1,0,24.22,1
female,hispanic_latino,0,0,none,0.3766,0.22,-0.1089,-0.2504,0,0,0,87.34,0
male,white,0,0,pell_grant,0.2764,0.5808,0.0,-0.0904,2,1,0,53.9,0
male,white,0,0,both,0.2599,0.2876,-0.4333,-0.0534,2,0,0,55.7,0
female,white,1,0,pell_grant,0.3165,0.2132,0.0,0.3232,9,0,0,64.6,0
male,black,1,0,loans_only,0.5608,0.1861,-0.3312,-0.095,2,1,0,100.0,1
male,white,1,0,loans_only,0.2158,0.2876,-0.1771,-0.2518,0,0,1,80.21,0
female,white,0,0,none,0.1549,0.5868,-0.2269,-0.2736,4,0,0,66.77,1
female,white,1,0,both,0.1517,0.4812,-0.3232,-0.0698,4,1,0,50.13,1
female,hispanic_latino,1,1,loans_only,0.5604,0.417,-0.301,0.1963,3,0,0,55.74,0
male,black,0,0,pell_grant,0.7134,0.2851,-0.4613,0.4874,3,0,0,41.07,0
female,white,0,0,both,0.1969,0.5175,-0.2332,0.2435,1,1,0,72.82,0
male,hispanic_latino,0,0,pell_grant,0.4687,0.4487,-0.4076,0.1981,0,0,0,54.05,0
male,black,0,0,none,0.3328,0.1651,0.0,0.2424,2,0,0,74.33,0
female,asian,0,0,loans_only,0.1795,0.4329,-0.7179,-0.0397,1,0,0,62.3,0
male,hispanic_latino,0,0,both,0.2297,0.3626,-0.1138,-0.1134,1,1,0,63.72,0
male,hispanic_latino,0,0,both,0.3871,0.0996,-0.0765,0.2331,2,1,0,65.19,0
female,white,1,0,pell_grant,0.5293,0.6474,-0.1814,0.1399,1,0,0,47.75,0
female,white,1,0,loans_only,0.2172,0.2541,-0.1242,0.0799,1,0,0,67.26,0
female,asian,0,0,pell_grant,0.5094,0.2406,-0.1087,0.2947,2,1,0,53.53,0
female,white,0,0,pell_grant,0.6946,0.4904,-0.1036,-0.0488,1,1,0,68.57,1
female,white,0,0,loans_only,0.1618,0.63,-0.3546,-0.3422,1,1,0,66.7,1
male,hispanic_latino,0,0,none,0.6637,0.1624,-0.2694,0.1785,0,0,0,73.43,0
female,multiracial,0,0,pell_grant,0.1436,0.3673,-0.4922,-0.0898,4,1,0,70.96,1
female,white,1,0,pell_grant,0.378,0.1406,-0.1534,0.0233,3,0,0,76.87,0
male,asian,0,0,none,0.4031,0.3794,-0.4484,0.3763,0,0,0,71.62,0
female,white,0,0,none,0.3273,0.12,-0.3304,-0.0649,1,0,0,71.18,0
male,asian,0,0,loans_only,0.3038,0.2693,-0.3521,0.0495,2,1,1,54.74,0
male,asian,0,0,pell_grant,0.1149,0.2925,-0.2479,-0.291,2,0,1,75.03,0
female,black,1,0,both,0.3876,0.5093,0.0,-0.1906,1,0,0,48.75,0
female,multiracial,0,0,none,0.2653,0.3393,-0.0426,-0.4127,2,0,0,58.4,0
non_binary,other,0,0,loans_only,0.294,0.3043,-0.5622,-0.3032,2,0,0,72.04,0
male,multiracial,1,0,loans_only,0.1902,0.2052,0.0,-0.2366,6,1,1,59.89,0
male,hispanic_latino,0,0,both,0.6518,0.4797,-0.0105,-0.0522,0,0,0,61.85,0
female,white,1,0,pell_grant,0.4082,0.4616,-0.2378,-0.093,1,0,0,79.28,0
male,white,1,0,pell_grant,0.171,0.1364,-0.2166,0.3338,1,0,0,70.29,0
male,white,1,0,none,0.2795,0.3177,-0.2943,0.059,1,0,0,49.71,0
female,hispanic_latino,1,0,pell_grant,0.5954,0.1644,-0.2771,0.0016,2,0,0,57.21,0
male,white,0,1,loans_only,0.4385,0.2243,-0.3048,-0.1583,3,1,0,74.64,1
male,multiracial,0,0,pell_grant,0.682,0.1715,-0.2593,-0.1792,0,0,0,66.69,0
female,white,0,0,none,0.3562,0.4021,0.0,0.2335,2,0,0,65.61,0
female,white,0,0,pell_grant,0.5711,0.4396,0.0,-0.1605,0,1,0,51.77,1
male,white,1,0,none,0.2309,0.3383,-0.5766,0.266,1,0,1,60.22,0
female,white,0,0,both,0.4139,0.3347,-0.2615,0.0219,3,1,0,68.39,1
female,white,0,0,none,0.3815,0.4533,-0.2476,0.0049,0,1,0,79.71,0
female,hispanic_latino,0,0,none,0.386,0.4289,0.0,0.1924,2,0,0,37.83,0
female,white,0,0,loans_only,0.1885,0.3516,-0.4319,0.0804,1,1,1,38.35,0
male,black,0,0,loans_only,0.8508,0.5459,0.0,-0.0767,4,0,0,55.01,1
male,white,0,0,both,0.2336,0.3088,-0.1912,0.3209,2,0,0,51.15,0
female,black,1,0,both,0.5412,0.2819,0.0,0.0675,2,0,0,55.55,0
prefer_not_to_say,black,1,0,none,0.4739,0.2881,0.0,0.4285,2,0,0,63.49,0
male,white,0,0,loans_only,0.4704,0.3307,-0.6125,0.2,2,0,0,34.23,0
female,white,0,0,both,0.117,0.48,-0.1176,0.4331,2,0,0,100.0,0
male,asian,1,0,loans_only,0.2373,0.2949,-0.1821,-0.1181,0,0,0,68.54,0
female,black,0,1,none,0.4973,0.1764,-0.1551,0.3425,2,0,0,79.65,0
prefer_not_to_say,white,0,0,loans_only,0.3763,0.1822,0.0,-0.2567,0,0,1,75.22,0
male,hispanic_latino,0,0,none,0.5508,0.1634,-0.1513,0.334,2,0,0,60.89,0
male,white,0,0,loans_only,0.5071,0.1526,-0.1918,0.2764,2,0,0,66.83,0
female,white,0,0,loans_only,0.5432,0.2061,-0.2524,-0.0552,0,0,0,53.52,0
male,white,0,0,none,0.4014,0.4544,-0.4208,0.8983,0,0,0,44.9,0
female,black,1,0,loans_only,0.1692,0.3043,-0.5585,0.0263,3,1,0,70.59,1
female,white,0,0,none,0.2862,0.2356,-0.5319,-0.0784,1,0,0,41.63,0
female,hispanic_latino,0,0,both,0.3154,0.21,-0.6072,-0.2741,1,0,0,72.32,1
male,white,1,0,none,0.2165,0.3489,-0.0996,0.1682,0,0,0,66.55,0
female,white,0,0,pell_grant,0.2255,0.4937,-0.078,0.069,2,0,0,71.25,0
male,white,0,0,none,0.2728,0.1109,0.0,0.0961,0,0,0,90.77,0
male,white,0,0,loans_only,0.5452,0.6962,-0.0653,-0.2644,1,0,1,65.34,0
female,asian,0,0,pell_grant,0.2214,0.1016,-0.3723,0.4648,2,0,0,67.49,0
female,black,1,0,both,0.4637,0.469,-0.1535,0.1104,3,0,1,60.54,0
female,white,1,1,none,0.4928,0.11,-0.6155,0.1148,4,0,0,66.18,0
male,white,0,0,none,0.262,0.2003,0.0,0.2713,1,0,0,66.24,0
male,white,0,0,loans_only,0.3904,0.2599,-0.137,0.3348,0,0,0,66.8,0
female,asian,0,0,loans_only,0.3866,0.448,-0.0771,-0.0378,2,0,0,85.63,0
male,hispanic_latino,1,0,both,0.2254,0.3615,-0.3461,-0.3115,1,0,0,70.78,0
female,black,0,0,loans_only,0.3775,0.28,-0.2887,0.0511,1,0,0,58.8,0
male,white,0,0,pell_grant,0.5389,0.115,-0.0675,-0.0192,6,1,0,60.95,0
male,hispanic_latino,1,0,both,0.4883,0.2462,-0.1086,-0.1579,3,1,0,66.51,1
male,hispanic_latino,0,0,loans_only,0.1527,0.3582,-0.0128,0.55,2,0,0,62.4,0
male,hispanic_latino,1,0,none,0.2219,0.1997,-0.2104,-0.227,0,0,0,84.74,0
male,white,1,0,none,0.2268,0.3299,-0.1894,0.2147,2,0,0,95.16,0
female,white,0,0,loans_only,0.4364,0.403,-0.1917,0.0769,1,0,0,66.89,0
female,white,1,0,loans_only,0.1839,0.6051,-0.1233,-0.2521,3,0,0,67.46,0
female,native_american,1,0,none,0.2596,0.4497,-0.2128,-0.3925,2,0,0,61.21,1
female,white,0,0,loans_only,0.2356,0.352,-0.2686,0.137,0,0,0,63.39,0
male,black,0,0,none,0.7398,0.2957,-0.3278,0.1179,6,1,0,57.24,1
male,multiracial,0,1,loans_only,0.2603,0.5383,0.0,-0.0231,3,1,0,60.5,1
male,hispanic_latino,0,0,both,0.3142,0.5882,0.0,-0.3467,1,0,0,66.38,0
female,white,1,0,loans_only,0.2092,0.5561,0.0,0.1521,4,0,0,53.44,0
male,white,0,0,none,0.3342,0.1492,-0.4611,0.2764,0,0,0,57.43,0
female,black,0,0,loans_only,0.2745,0.0933,-0.2354,-0.0769,1,0,0,63.32,0
female,multiracial,1,0,pell_grant,0.2904,0.3553,-0.5717,-0.1369,4,1,0,43.69,0
male,pacific_islander,0,0,both,0.6615,0.2251,-0.3337,-0.109,1,0,0,51.04,0
non_binary,white,0,0,pell_grant,0.2623,0.4094,-0.3901,0.3289,2,0,0,58.37,0
male,multiracial,0,0,pell_grant,0.433,0.2676,-0.2019,0.2041,2,0,0,64.7,0
female,white,1,0,loans_only,0.3629,0.4057,0.0,0.0178,1,0,0,88.5,0
male,hispanic_latino,0,0,pell_grant,0.2854,0.0952,-0.127,0.0458,4,1,1,62.59,0
female,white,0,0,both,0.1949,0.2978,-0.266,-0.2092,3,0,0,65.53,0
male,white,0,0,loans_only,0.5315,0.1357,-0.2299,0.3619,0,0,0,79.5,0
male,hispanic_latino,0,0,pell_grant,0.4493,0.2793,-0.4137,0.0597,1,1,0,68.23,1
female,white,0,0,pell_grant,0.4858,0.246,-0.3775,-0.1374,0,0,0,51.27,0
female,other,1,0,pell_grant,0.1581,0.2262,-0.2424,0.3116,1,0,0,71.91,0
female,white,0,0,pell_grant,0.2854,0.2858,-0.3635,0.2908,3,0,0,52.65,0
non_binary,asian,0,0,none,0.4151,0.3714,-0.3087,0.3236,1,1,0,45.06,0
female,white,1,0,both,0.4323,0.48,-0.1773,0.022,1,0,0,69.98,0
male,white,0,0,both,0.4352,0.1612,-0.2418,0.6309,1,0,0,71.4,0
male,white,1,0,both,0.2471,0.2247,-0.0047,-0.0997,3,1,1,68.28,0
male,black,1,0,both,0.2001,0.3572,-0.3095,0.3204,1,0,0,84.23,0
female,black,1,0,both,0.3792,0.1487,0.0,-0.7168,1,1,0,70.37,1
male,white,0,0,none,0.3166,0.2671,-0.3315,0.3056,2,0,0,60.6,0
female,white,0,1,none,0.5535,0.2926,-0.211,0.3487,1,0,0,54.3,0
male,white,0,0,none,0.4078,0.3013,0.0,0.4904,1,0,0,40.58,0
male,hispanic_latino,0,0,none,0.3447,0.0955,-0.3753,0.068,3,0,0,51.13,0
male,hispanic_latino,1,0,pell_grant,0.4148,0.234,-0.0909,-0.0831,5,1,0,66.56,1
male,asian,0,0,loans_only,0.2586,0.3673,-0.1211,-0.5141,2,1,0,69.02,1
female,white,0,0,loans_only,0.3545,0.4491,-0.4065,0.0669,3,1,1,55.79,0
female,white,0,1,pell_grant,0.5557,0.2507,-0.1633,-0.3095,0,1,0,63.97,1
female,white,0,0,none,0.1333,0.1267,-0.6046,0.1502,0,0,0,86.02,0
female,multiracial,0,0,pell_grant,0.2984,0.245,-0.0378,0.1177,0,0,0,62.09,0
female,hispanic_latino,1,0,pell_grant,0.1956,0.619,-0.1851,0.1536,5,0,0,70.71,0
female,white,0,0,loans_only,0.3502,0.1911,-0.3612,-0.234,1,0,0,77.94,0
female,black,0,0,loans_only,0.7097,0.3116,-0.1729,-0.1078,3,1,1,45.43,0
female,hispanic_latino,1,1,loans_only,0.6259,0.3885,-0.2148,-0.2055,0,0,0,80.59,0
female,white,0,0,pell_grant,0.4136,0.3603,-0.1229,0.0556,2,0,0,52.52,0
male,white,1,0,loans_only,0.1889,0.1594,0.0,-0.1789,1,0,0,73.94,0
male,black,1,0,loans_only,0.4916,0.1721,-0.4086,-0.017,2,0,0,51.06,0
female,black,0,0,both,0.654,0.2904,0.0,-0.3347,1,1,0,70.46,1
female,white,0,0,pell_grant,0.4158,0.3747,0.0,0.0277,3,1,0,63.41,0
female,white,1,0,pell_grant,0.2548,0.208,-0.3994,-0.5719,3,1,0,51.78,1
male,white,1,0,loans_only,0.36,0.1755,0.0,0.188,2,0,0,69.82,0
female,hispanic_latino,1,0,loans_only,0.5674,0.2195,-0.3875,-0.1377,2,0,0,56.37,0
female,white,0,0,loans_only,0.272,0.6625,-0.1812,-0.1808,0,0,0,82.95,0
female,white,1,0,pell_grant,0.2933,0.2802,-0.2759,0.0631,0,0,0,60.39,0
female,white,1,0,pell_grant,0.4414,0.153,-0.6278,0.2096,0,0,0,74.58,0
female,pacific_islander,0,0,none,0.3074,0.6638,-0.1146,0.3807,1,0,0,68.84,0
male,white,0,0,pell_grant,0.1255,0.3914,0.0,-0.4473,3,0,0,54.54,0
male,white,0,0,pell_grant,0.4591,0.2085,-0.0934,0.1758,2,0,0,64.1,0
male,white,0,0,loans_only,0.3176,0.2562,-0.1914,0.0373,0,0,0,63.93,0
male,black,0,0,none,0.2072,0.2378,-0.1876,-0.3089,2,0,0,84.81,0
male,asian,0,0,pell_grant,0.3638,0.5244,-0.5396,-0.2871,4,1,1,62.39,1
female,prefer_not_to_say,1,0,none,0.1705,0.1827,-0.5234,-0.3567,4,0,0,64.62,0
male,white,0,0,both,0.1445,0.2651,-0.0312,0.4224,1,0,0,91.58,0
female,white,1,0,pell_grant,0.649,0.3069,-0.4384,-0.2829,4,1,0,78.46,1
female,white,0,0,none,0.2549,0.1676,-0.0144,0.1552,3,0,0,71.91,0
male,black,1,0,pell_grant,0.4496,0.4992,-0.3926,-0.2636,2,0,0,87.28,1
female,hispanic_latino,0,0,pell_grant,0.2151,0.3232,-0.003,0.133,2,0,0,83.99,0
female,white,0,0,pell_grant,0.57,0.5949,-0.2185,0.0165,5,1,0,63.65,1
male,hispanic_latino,1,0,loans_only,0.2696,0.1235,0.0,-0.5348,1,0,0,65.04,0
male,white,0,1,pell_grant,0.3609,0.3209,0.0,0.0788,0,0,0,37.6,0
male,hispanic_latino,0,0,pell_grant,0.1816,0.3662,-0.1738,0.0773,1,0,0,52.4,0
female,white,0,0,loans_only,0.5353,0.2454,-0.1416,0.2458,1,0,0,79.49,0
female,white,0,0,pell_grant,0.3266,0.2836,-0.318,-0.0774,4,1,0,63.64,1
male,white,0,0,loans_only,0.1727,0.2837,-0.1589,-0.4687,2,0,0,65.67,0
female,white,0,0,loans_only,0.4336,0.3553,-0.141,-0.696,2,1,0,63.03,1
male,white,1,0,none,0.3305,0.2579,-0.1793,0.1803,2,0,0,88.52,0
female,black,0,0,none,0.4306,0.5183,-0.5374,0.0118,3,0,0,54.48,1
female,hispanic_latino,1,0,none,0.4341,0.3766,0.0,0.0035,1,0,0,77.19,0
female,hispanic_latino,1,0,pell_grant,0.3541,0.3012,-0.1734,0.0891,2,0,0,83.58,0
male,white,0,0,both,0.5817,0.1204,-0.1393,-0.3108,1,1,0,85.86,1
female,asian,0,1,pell_grant,0.4274,0.3953,-0.1739,0.3079,4,1,0,53.27,0
female,asian,0,0,loans_only,0.4949,0.114,-0.0892,-0.017,2,1,0,60.68,0
female,hispanic_latino,1,0,pell_grant,0.6596,0.3394,-0.3528,0.4288,0,0,0,58.34,0
female,hispanic_latino,1,0,both,0.4029,0.2294,-0.2883,0.0655,2,0,0,56.14,0
female,black,0,0,pell_grant,0.1253,0.2592,-0.0094,0.1622,1,0,0,68.39,0
male,black,1,0,both,0.6405,0.1084,-0.0064,0.08,1,0,0,94.99,0
female,white,0,1,none,0.1829,0.2021,0.0,0.3687,1,0,0,76.93,0
male,hispanic_latino,1,0,none,0.3882,0.0785,-0.1788,0.0737,2,0,0,86.43,0
male,white,0,0,none,0.2119,0.3316,-0.1644,0.3909,2,0,0,85.83,0
female,black,1,0,pell_grant,0.2776,0.1924,-0.0746,0.3095,2,0,0,68.7,0
female,hispanic_latino,1,0,loans_only,0.3093,0.205,-0.5023,0.164,2,0,0,76.74,0
male,native_american,0,0,none,0.3498,0.3111,-0.1461,0.1772,1,0,0,42.38,0
female,white,1,0,pell_grant,0.3219,0.274,-0.4153,-0.0299,3,1,0,72.04,1
female,hispanic_latino,0,0,both,0.4543,0.3822,-0.523,0.1062,2,1,0,45.95,1
male,black,1,0,loans_only,0.2691,0.1933,-0.0283,0.0498,4,1,0,46.39,0
prefer_not_to_say,asian,0,0,pell_grant,0.3537,0.1521,0.0,0.2993,1,1,0,75.63,0
male,asian,1,1,both,0.175,0.1053,-0.3454,-0.216,4,0,0,63.39,0
female,white,0,0,both,0.3541,0.3283,-0.1535,0.1079,1,0,0,77.42,0
male,pacific_islander,1,0,pell_grant,0.2176,0.2202,0.0,-0.1762,3,0,0,79.18,0
male,pacific_islander,0,0,none,0.3887,0.4484,-0.2534,0.0731,3,0,0,78.6,0
female,other,0,0,loans_only,0.6486,0.5715,-0.2089,-0.2535,4,1,0,71.9,1
male,hispanic_latino,1,0,none,0.3595,0.1663,-0.2364,0.057,3,1,0,81.83,1
female,asian,0,0,loans_only,0.5546,0.4321,0.0,-0.0305,1,0,0,56.91,0
female,white,0,0,pell_grant,0.3833,0.1594,-0.0806,-0.0037,2,1,0,56.0,0
female,white,1,0,both,0.8687,0.4187,-0.3883,0.3213,1,0,0,52.51,0
female,white,0,1,none,0.6544,0.315,-0.387,-0.3348,1,0,0,91.98,1
female,hispanic_latino,0,0,none,0.2954,0.2855,-0.3864,0.06,2,0,0,74.96,0
male,other,0,0,loans_only,0.325,0.5168,-0.4226,0.1541,1,0,0,66.26,0
non_binary,hispanic_latino,0,0,loans_only,0.4372,0.4988,0.0,0.1056,1,1,0,76.35,0
female,white,0,0,both,0.1504,0.5032,-0.0767,0.1362,2,1,0,77.27,0
male,black,0,0,pell_grant,0.3983,0.3752,-0.033,-0.4549,2,0,0,71.12,0
other_not_listed,hispanic_latino,0,0,loans_only,0.2054,0.4102,-0.4047,0.0302,3,0,0,76.85,0
female,white,0,0,none,0.1136,0.3735,-0.1136,-0.2498,1,1,0,64.68,0
female,hispanic_latino,0,0,none,0.8874,0.2707,-0.2164,0.2149,0,0,0,59.79,0
female,hispanic_latino,1,0,both,0.2862,0.5922,-0.148,-0.1162,1,0,0,72.86,0
female,hispanic_latino,0,0,loans_only,0.3372,0.3653,-0.1211,-0.0179,2,0,0,45.4,0
male,black,1,0,none,0.3697,0.1664,-0.1577,-0.3418,0,0,0,42.73,0
female,white,0,0,loans_only,0.172,0.667,-0.0187,0.0629,0,0,0,78.97,0
female,white,1,0,loans_only,0.4666,0.2999,-0.1616,0.3123,2,0,0,60.36,0
female,hispanic_latino,0,0,both,0.6371,0.586,-0.1171,0.0262,2,0,0,76.85,0
female,multiracial,0,0,pell_grant,0.3116,0.2761,-0.2651,0.039,1,0,1,62.79,0
male,white,0,0,both,0.2901,0.4035,-0.1546,0.2375,3,0,0,83.6,0
female,asian,1,0,none,0.301,0.2045,0.0,-0.1996,3,0,0,87.54,0
female,hispanic_latino,0,0,loans_only,0.3472,0.1648,-0.0589,0.6884,1,0,0,60.79,0
female,white,0,0,both,0.3335,0.5374,0.0,0.3505,4,0,0,87.5,0
female,white,1,0,pell_grant,0.7533,0.3732,-0.0174,0.1209,3,0,0,56.48,0
male,white,1,0,none,0.9553,0.1616,-0.2081,0.1713,0,0,0,54.55,1
female,white,0,0,loans_only,0.2447,0.1407,-0.079,-0.0557,0,1,0,71.84,0
female,white,1,0,none,0.2969,0.4977,-0.1248,0.1142,4,0,1,69.19,0
female,black,1,0,loans_only,0.3328,0.3535,-0.2339,0.3003,4,0,0,81.82,0
male,hispanic_latino,0,0,loans_only,0.3325,0.407,-0.0281,-0.292,0,0,0,71.29,0
male,hispanic_latino,1,0,both,0.2651,0.2099,-0.0466,0.2105,3,1,0,66.2,0
male,white,0,0,loans_only,0.1494,0.4613,0.0,0.2804,1,0,0,65.77,0
male,white,0,0,loans_only,0.4727,0.1531,-0.1368,-0.3068,2,0,0,59.59,0
male,asian,0,1,loans_only,0.2375,0.1303,-0.2776,0.5526,1,0,0,56.13,0
female,multiracial,0,0,loans_only,0.3117,0.351,-0.0731,0.2335,1,0,0,72.02,0
female,black,0,1,both,0.2237,0.1516,-0.6025,-0.2239,1,1,0,57.93,1
female,white,0,0,loans_only,0.3561,0.2637,-0.065,-0.3441,0,0,0,78.19,1
female,multiracial,0,0,both,0.4099,0.6193,-0.247,0.1236,2,1,0,78.55,1
male,black,1,0,loans_only,0.2986,0.4102,0.0,0.1066,2,0,0,67.38,0
female,white,0,0,pell_grant,0.1541,0.5561,0.0,0.1302,1,1,0,52.61,0
male,white,0,0,both,0.251,0.3833,-0.0852,-0.1385,0,0,0,94.11,0
male,white,1,0,both,0.1767,0.215,-0.3233,0.0684,2,0,1,66.46,0
female,black,0,0,pell_grant,0.2628,0.1943,0.0,-0.3796,1,0,0,73.03,0
male,hispanic_latino,0,0,pell_grant,0.2831,0.25,-0.2144,0.2895,1,0,0,76.35,0
male,white,0,0,none,0.259,0.4716,0.0,0.5041,0,0,0,81.39,0
male,white,0,0,both,0.1667,0.6199,-0.1915,0.2785,0,0,0,82.32,0
female,white,1,0,none,0.2483,0.3411,0.0,-0.4094,2,0,0,85.79,1
female,hispanic_latino,1,1,loans_only,0.3406,0.3168,-0.3462,0.2155,1,0,0,55.53,0
female,hispanic_latino,1,0,pell_grant,0.4941,0.6147,-0.0211,0.2878,4,1,0,69.3,0
female,white,1,0,loans_only,0.1427,0.228,0.0,0.3909,7,0,0,74.43,0
female,hispanic_latino,0,0,none,0.5672,0.1371,-0.2876,0.5007,0,0,0,61.05,0
male,prefer_not_to_say,1,0,none,0.3538,0.2081,-0.0672,0.0269,2,0,1,77.96,0
male,white,0,0,pell_grant,0.2646,0.3321,-0.3488,-0.2233,0,0,0,72.41,0
female,hispanic_latino,0,0,loans_only,0.4089,0.2581,0.0,0.5211,0,0,0,81.54,0
female,white,1,0,pell_grant,0.2526,0.3235,-0.1302,0.0689,3,1,0,52.83,0
female,white,1,0,none,0.4897,0.6321,-0.349,0.0746,1,0,0,68.11,0
female,asian,0,0,none,0.2109,0.3298,-0.1782,0.1266,0,0,0,52.52,0
male,other,1,0,loans_only,0.2476,0.2744,-0.4459,0.0493,0,0,0,78.34,0
female,white,0,0,none,0.2385,0.1335,0.0,0.4377,2,0,0,67.71,0
female,white,1,0,pell_grant,0.4679,0.3255,-0.2483,-0.5132,4,1,0,59.81,1
male,white,0,0,none,0.519,0.2475,-0.1952,0.2208,0,0,1,60.41,0
female,hispanic_latino,0,0,pell_grant,0.5242,0.1953,-0.2835,0.0577,0,0,0,72.11,0
female,white,1,0,none,0.2183,0.2052,-0.1529,0.0874,0,0,0,69.24,0
male,white,1,0,loans_only,0.1308,0.1799,0.0,0.0175,0,0,0,48.15,0
male,white,0,0,none,0.1753,0.1133,-0.0215,-0.3781,2,0,0,89.01,0
non_binary,hispanic_latino,0,0,none,0.4036,0.18,-0.049,-0.1084,2,0,0,82.34,0
male,multiracial,0,0,both,0.2389,0.4585,-0.5454,0.4439,3,1,0,72.02,0
